"Time","Step","Continuous PID Controller"
0,0,0
9.9999999999999995e-07,0,0
5.9999999999999993e-06,0,0
3.0999999999999995e-05,0,0
0.000156,0,0
0.00078100000000000001,0,0
0.001781,0,0
0.0027810000000000001,0,0
0.0037810000000000001,0,0
0.0047810000000000005,0,0
0.0057810000000000005,0,0
0.0067810000000000006,0,0
0.0077810000000000006,0,0
0.0087810000000000006,0,0
0.0097810000000000015,0,0
0.010781000000000002,0,0
0.011781000000000003,0,0
0.012781000000000004,0,0
0.013781000000000005,0,0
0.014781000000000006,0,0
0.015781000000000007,0,0
0.016781000000000008,0,0
0.017781000000000009,0,0
0.018781000000000009,0,0
0.01978100000000001,0,0
0.020781000000000011,0,0
0.021781000000000012,0,0
0.022781000000000013,0,0
0.023781000000000014,0,0
0.024781000000000015,0,0
0.025781000000000016,0,0
0.026781000000000017,0,0
0.027781000000000017,0,0
0.028781000000000018,0,0
0.029781000000000019,0,0
0.03078100000000002,0,0
0.031781000000000018,0,0
0.032781000000000018,0,0
0.033781000000000019,0,0
0.03478100000000002,0,0
0.035781000000000021,0,0
0.036781000000000022,0,0
0.037781000000000023,0,0
0.038781000000000024,0,0
0.039781000000000025,0,0
0.040781000000000026,0,0
0.041781000000000026,0,0
0.042781000000000027,0,0
0.043781000000000028,0,0
0.044781000000000029,0,0
0.04578100000000003,0,0
0.046781000000000031,0,0
0.047781000000000032,0,0
0.048781000000000033,0,0
0.049781000000000034,0,0
0.050781000000000034,0,0
0.051781000000000035,0,0
0.052781000000000036,0,0
0.053781000000000037,0,0
0.054781000000000038,0,0
0.055781000000000039,0,0
0.05678100000000004,0,0
0.057781000000000041,0,0
0.058781000000000042,0,0
0.059781000000000042,0,0
0.060781000000000043,0,0
0.061781000000000044,0,0
0.062781000000000045,0,0
0.063781000000000046,0,0
0.064781000000000047,0,0
0.065781000000000048,0,0
0.066781000000000049,0,0
0.06778100000000005,0,0
0.06878100000000005,0,0
0.069781000000000051,0,0
0.070781000000000052,0,0
0.071781000000000053,0,0
0.072781000000000054,0,0
0.073781000000000055,0,0
0.074781000000000056,0,0
0.075781000000000057,0,0
0.076781000000000058,0,0
0.077781000000000058,0,0
0.078781000000000059,0,0
0.07978100000000006,0,0
0.080781000000000061,0,0
0.081781000000000062,0,0
0.082781000000000063,0,0
0.083781000000000064,0,0
0.084781000000000065,0,0
0.085781000000000066,0,0
0.086781000000000066,0,0
0.087781000000000067,0,0
0.088781000000000068,0,0
0.089781000000000069,0,0
0.09078100000000007,0,0
0.091781000000000071,0,0
0.092781000000000072,0,0
0.093781000000000073,0,0
0.094781000000000074,0,0
0.095781000000000074,0,0
0.096781000000000075,0,0
0.097781000000000076,0,0
0.098781000000000077,0,0
0.099781000000000078,0,0
0.10078100000000008,0,0
0.10178100000000008,0,0
0.10278100000000008,0,0
0.10378100000000008,0,0
0.10478100000000008,0,0
0.10578100000000008,0,0
0.10678100000000008,0,0
0.10778100000000009,0,0
0.10878100000000009,0,0
0.10978100000000009,0,0
0.11078100000000009,0,0
0.11178100000000009,0,0
0.11278100000000009,0,0
0.11378100000000009,0,0
0.11478100000000009,0,0
0.11578100000000009,0,0
0.11678100000000009,0,0
0.11778100000000009,0,0
0.11878100000000009,0,0
0.1197810000000001,0,0
0.1207810000000001,0,0
0.1217810000000001,0,0
0.1227810000000001,0,0
0.1237810000000001,0,0
0.1247810000000001,0,0
0.12578100000000009,0,0
0.12678100000000009,0,0
0.12778100000000009,0,0
0.12878100000000009,0,0
0.12978100000000009,0,0
0.13078100000000009,0,0
0.13178100000000009,0,0
0.13278100000000009,0,0
0.13378100000000009,0,0
0.1347810000000001,0,0
0.1357810000000001,0,0
0.1367810000000001,0,0
0.1377810000000001,0,0
0.1387810000000001,0,0
0.1397810000000001,0,0
0.1407810000000001,0,0
0.1417810000000001,0,0
0.1427810000000001,0,0
0.1437810000000001,0,0
0.1447810000000001,0,0
0.1457810000000001,0,0
0.14678100000000011,0,0
0.14778100000000011,0,0
0.14878100000000011,0,0
0.14978100000000011,0,0
0.15078100000000011,0,0
0.15178100000000011,0,0
0.15278100000000011,0,0
0.15378100000000011,0,0
0.15478100000000011,0,0
0.15578100000000011,0,0
0.15678100000000011,0,0
0.15778100000000012,0,0
0.15878100000000012,0,0
0.15978100000000012,0,0
0.16078100000000012,0,0
0.16178100000000012,0,0
0.16278100000000012,0,0
0.16378100000000012,0,0
0.16478100000000012,0,0
0.16578100000000012,0,0
0.16678100000000012,0,0
0.16778100000000012,0,0
0.16878100000000013,0,0
0.16978100000000013,0,0
0.17078100000000013,0,0
0.17178100000000013,0,0
0.17278100000000013,0,0
0.17378100000000013,0,0
0.17478100000000013,0,0
0.17578100000000013,0,0
0.17678100000000013,0,0
0.17778100000000013,0,0
0.17878100000000013,0,0
0.17978100000000014,0,0
0.18078100000000014,0,0
0.18178100000000014,0,0
0.18278100000000014,0,0
0.18378100000000014,0,0
0.18478100000000014,0,0
0.18578100000000014,0,0
0.18678100000000014,0,0
0.18778100000000014,0,0
0.18878100000000014,0,0
0.18978100000000014,0,0
0.19078100000000014,0,0
0.19178100000000015,0,0
0.19278100000000015,0,0
0.19378100000000015,0,0
0.19478100000000015,0,0
0.19578100000000015,0,0
0.19678100000000015,0,0
0.19778100000000015,0,0
0.19878100000000015,0,0
0.19978100000000015,0,0
0.19999999999999715,0,0
0.20000000000000287,1,2
0.20100000000000287,1,2.0000004998333751
0.20200000000000287,1,2.000001998667333
0.20300000000000287,1,2.0000044955033731
0.20400000000000287,1,2.0000079893439913
0.20500000000000287,1,2.0000124791926823
0.20600000000000288,1,2.0000179640539351
0.20700000000000288,1,2.0000244429332352
0.20800000000000288,1,2.0000319148370607
0.20900000000000288,1,2.0000403787728835
0.21000000000000288,1,2.0000498337491681
0.21100000000000288,1,2.000060278775369
0.21200000000000288,1,2.0000717128619305
0.21300000000000288,1,2.0000841350202876
0.21400000000000288,1,2.0000975442628617
0.21500000000000288,1,2.0001119396030629
0.21600000000000288,1,2.0001273200552849
0.21700000000000289,1,2.0001436846349097
0.21800000000000289,1,2.0001610323583008
0.21900000000000289,1,2.0001793622428061
0.22000000000000289,1,2.0001986733067554
0.22100000000000289,1,2.0002189645694597
0.22200000000000289,1,2.0002402350512098
0.22300000000000289,1,2.0002624837732772
0.22400000000000289,1,2.0002857097579092
0.22500000000000289,1,2.0003099120283325
0.22600000000000289,1,2.0003350896087491
0.22700000000000289,1,2.0003612415243368
0.22800000000000289,1,2.0003883668012468
0.2290000000000029,1,2.0004164644666047
0.2300000000000029,1,2.0004455335485081
0.2310000000000029,1,2.000475573076026
0.2320000000000029,1,2.0005065820791974
0.2330000000000029,1,2.0005385595890322
0.2340000000000029,1,2.0005715046375063
0.2350000000000029,1,2.0006054162575664
0.2360000000000029,1,2.0006402934831229
0.2370000000000029,1,2.0006761353490536
0.2380000000000029,1,2.0007129408911992
0.2390000000000029,1,2.000750709146367
0.24000000000000291,1,2.0007894391523231
0.24100000000000291,1,2.0008291299477987
0.24200000000000291,1,2.0008697805724847
0.24300000000000291,1,2.000911390067031
0.24400000000000291,1,2.0009539574730466
0.24500000000000291,1,2.0009974818331
0.24600000000000291,1,2.0010419621907145
0.24700000000000291,1,2.0010873975903714
0.24800000000000291,1,2.0011337870775048
0.24900000000000291,1,2.0011811296985047
0.25000000000000289,1,2.0012294245007141
0.25100000000000289,1,2.001278670532427
0.25200000000000289,1,2.0013288668428895
0.25300000000000289,1,2.001380012482298
0.25400000000000289,1,2.0014321065017984
0.25500000000000289,1,2.0014851479534839
0.25600000000000289,1,2.0015391358903964
0.25700000000000289,1,2.0015940693665235
0.25800000000000289,1,2.0016499474367984
0.25900000000000289,1,2.0017067691570998
0.2600000000000029,1,2.0017645335842489
0.2610000000000029,1,2.0018232397760096
0.2620000000000029,1,2.0018828867910887
0.2630000000000029,1,2.0019434736891335
0.2640000000000029,1,2.0020049995307296
0.2650000000000029,1,2.0020674633774034
0.2660000000000029,1,2.0021308642916189
0.2670000000000029,1,2.0021952013367765
0.2680000000000029,1,2.0022604735772136
0.2690000000000029,1,2.0023266800782018
0.2700000000000029,1,2.0023938199059481
0.27100000000000291,1,2.0024618921275921
0.27200000000000291,1,2.0025308958112058
0.27300000000000291,1,2.0026008300257927
0.27400000000000291,1,2.002671693841287
0.27500000000000291,1,2.0027434863285531
0.27600000000000291,1,2.0028162065593822
0.27700000000000291,1,2.0028898536064954
0.27800000000000291,1,2.0029644265435396
0.27900000000000291,1,2.0030399244450869
0.28000000000000291,1,2.0031163463866357
0.28100000000000291,1,2.0031936914446082
0.28200000000000292,1,2.0032719586963488
0.28300000000000292,1,2.0033511472201249
0.28400000000000292,1,2.0034312560951246
0.28500000000000292,1,2.0035122844014572
0.28600000000000292,1,2.0035942312201511
0.28700000000000292,1,2.0036770956331522
0.28800000000000292,1,2.0037608767233257
0.28900000000000292,1,2.003845573574452
0.29000000000000292,1,2.0039311852712283
0.29100000000000292,1,2.0040177108992658
0.29200000000000292,1,2.0041051495450906
0.29300000000000292,1,2.0041935002961404
0.29400000000000293,1,2.0042827622407673
0.29500000000000293,1,2.0043729344682317
0.29600000000000293,1,2.0044640160687064
0.29700000000000293,1,2.0045560061332726
0.29800000000000293,1,2.004648903753921
0.29900000000000293,1,2.0047427080235485
0.30000000000000293,1,2.0048374180359598
0.30100000000000293,1,2.0049330328858641
0.30200000000000293,1,2.0050295516688772
0.30300000000000293,1,2.0051269734815165
0.30400000000000293,1,2.0052252974212048
0.30500000000000294,1,2.0053245225862657
0.30600000000000294,1,2.0054246480759241
0.30700000000000294,1,2.0055256729903057
0.30800000000000294,1,2.0056275964304349
0.30900000000000294,1,2.0057304174982353
0.31000000000000294,1,2.0058341352965283
0.31100000000000294,1,2.0059387489290312
0.31200000000000294,1,2.0060442575003572
0.31300000000000294,1,2.0061506601160155
0.31400000000000294,1,2.0062579558824085
0.31500000000000294,1,2.0063661439068317
0.31600000000000295,1,2.0064752232974725
0.31700000000000295,1,2.0065851931634113
0.31800000000000295,1,2.0066960526146174
0.31900000000000295,1,2.0068078007619503
0.32000000000000295,1,2.0069204367171576
0.32100000000000295,1,2.0070339595928757
0.32200000000000295,1,2.0071483685026275
0.32300000000000295,1,2.0072636625608209
0.32400000000000295,1,2.0073798408827512
0.32500000000000295,1,2.0074969025845952
0.32600000000000295,1,2.0076148467834161
0.32700000000000295,1,2.0077336725971571
0.32800000000000296,1,2.007853379144644
0.32900000000000296,1,2.0079739655455833
0.33000000000000296,1,2.0080954309205614
0.33100000000000296,1,2.0082177743910439
0.33200000000000296,1,2.0083409950793731
0.33300000000000296,1,2.008465092108771
0.33400000000000296,1,2.0085900646033341
0.33500000000000296,1,2.0087159116880344
0.33600000000000296,1,2.0088426324887196
0.33700000000000296,1,2.0089702261321096
0.33800000000000296,1,2.0090986917457982
0.33900000000000297,1,2.0092280284582515
0.34000000000000297,1,2.009358235398806
0.34100000000000297,1,2.009489311697668
0.34200000000000297,1,2.0096212564859144
0.34300000000000297,1,2.0097540688954889
0.34400000000000297,1,2.0098877480592048
0.34500000000000297,1,2.0100222931107412
0.34600000000000297,1,2.0101577031846425
0.34700000000000297,1,2.0102939774163193
0.34800000000000297,1,2.0104311149420457
0.34900000000000297,1,2.0105691148989582
0.35000000000000298,1,2.0107079764250582
0.35100000000000298,1,2.0108476986592057
0.35200000000000298,1,2.0109882807411235
0.35300000000000298,1,2.0111297218113937
0.35400000000000298,1,2.0112720210114574
0.35500000000000298,1,2.0114151774836135
0.35600000000000298,1,2.0115591903710186
0.35700000000000298,1,2.0117040588176853
0.35800000000000298,1,2.0118497819684817
0.35900000000000298,1,2.0119963589691316
0.36000000000000298,1,2.0121437889662115
0.36100000000000299,1,2.0122920711071512
0.36200000000000299,1,2.0124412045402327
0.36300000000000299,1,2.0125911884145902
0.36400000000000299,1,2.0127420218802068
0.36500000000000299,1,2.012893704087916
0.36600000000000299,1,2.0130462341893995
0.36700000000000299,1,2.0131996113371882
0.36800000000000299,1,2.0133538346846587
0.36900000000000299,1,2.0135089033860343
0.37000000000000299,1,2.0136648165963837
0.37100000000000299,1,2.0138215734716201
0.37200000000000299,1,2.0139791731684999
0.373000000000003,1,2.0141376148446231
0.374000000000003,1,2.0142968976584319
0.375000000000003,1,2.0144570207692074
0.376000000000003,1,2.0146179833370743
0.377000000000003,1,2.014779784522994
0.378000000000003,1,2.0149424234887681
0.379000000000003,1,2.0151058993970357
0.380000000000003,1,2.0152702114112722
0.381000000000003,1,2.0154353586957896
0.382000000000003,1,2.0156013404157358
0.383000000000003,1,2.0157681557370912
0.38400000000000301,1,2.0159358038266717
0.38500000000000301,1,2.0161042838521257
0.38600000000000301,1,2.016273594981933
0.38700000000000301,1,2.016443736385404
0.38800000000000301,1,2.016614707232681
0.38900000000000301,1,2.0167865066947339
0.39000000000000301,1,2.0169591339433626
0.39100000000000301,1,2.0171325881511941
0.39200000000000301,1,2.0173068684916826
0.39300000000000301,1,2.0174819741391081
0.39400000000000301,1,2.0176579042685772
0.39500000000000302,1,2.0178346580560187
0.39600000000000302,1,2.0180122346781868
0.39700000000000302,1,2.018190633312658
0.39800000000000302,1,2.0183698531378313
0.39900000000000302,1,2.018549893332926
0.40000000000000302,1,2.0187307530779819
0.40100000000000302,1,2.0189124315538596
0.40200000000000302,1,2.0190949279422368
0.40300000000000302,1,2.0192782414256101
0.40400000000000302,1,2.0194623711872928
0.40500000000000302,1,2.0196473164114148
0.40600000000000303,1,2.0198330762829206
0.40700000000000303,1,2.0200196499875713
0.40800000000000303,1,2.0202070367119394
0.40900000000000303,1,2.0203952356434116
0.41000000000000303,1,2.0205842459701877
0.41100000000000303,1,2.0207740668812764
0.41200000000000303,1,2.0209646975664999
0.41300000000000303,1,2.0211561372164883
0.41400000000000303,1,2.0213483850226819
0.41500000000000303,1,2.0215414401773271
0.41600000000000303,1,2.0217353018734801
0.41700000000000303,1,2.0219299693050017
0.41800000000000304,1,2.0221254416665602
0.41900000000000304,1,2.0223217181536266
0.42000000000000304,1,2.0225187979624786
0.42100000000000304,1,2.0227166802901957
0.42200000000000304,1,2.0229153643346596
0.42300000000000304,1,2.0231148492945543
0.42400000000000304,1,2.0233151343693656
0.42500000000000304,1,2.0235162187593771
0.42600000000000304,1,2.0237181016656747
0.42700000000000304,1,2.0239207822901397
0.42800000000000304,1,2.0241242598354541
0.42900000000000305,1,2.024328533505094
0.43000000000000305,1,2.0245336025033343
0.43100000000000305,1,2.0247394660352431
0.43200000000000305,1,2.0249461233066839
0.43300000000000305,1,2.0251535735243142
0.43400000000000305,1,2.0253618158955842
0.43500000000000305,1,2.0255708496287359
0.43600000000000305,1,2.025780673932803
0.43700000000000305,1,2.0259912880176101
0.43800000000000305,1,2.0262026910937707
0.43900000000000305,1,2.0264148823726882
0.44000000000000306,1,2.0266278610665536
0.44100000000000306,1,2.0268416263883458
0.44200000000000306,1,2.0270561775518301
0.44300000000000306,1,2.0272715137715567
0.44400000000000306,1,2.0274876342628629
0.44500000000000306,1,2.0277045382418684
0.44600000000000306,1,2.0279222249254776
0.44700000000000306,1,2.0281406935313768
0.44800000000000306,1,2.0283599432780344
0.44900000000000306,1,2.0285799733847005
0.45000000000000306,1,2.0288007830714054
0.45100000000000307,1,2.0290223715589577
0.45200000000000307,1,2.0292447380689467
0.45300000000000307,1,2.0294678818237379
0.45400000000000307,1,2.029691802046476
0.45500000000000307,1,2.0299164979610813
0.45600000000000307,1,2.0301419687922486
0.45700000000000307,1,2.0303682137654495
0.45800000000000307,1,2.0305952321069283
0.45900000000000307,1,2.0308230230437037
0.46000000000000307,1,2.0310515858035663
0.46100000000000307,1,2.0312809196150794
0.46200000000000307,1,2.031511023707576
0.46300000000000308,1,2.0317418973111607
0.46400000000000308,1,2.0319735396567062
0.46500000000000308,1,2.032205949975856
0.46600000000000308,1,2.0324391275010196
0.46700000000000308,1,2.032673071465374
0.46800000000000308,1,2.032907781102864
0.46900000000000308,1,2.033143255648199
0.47000000000000308,1,2.0333794943368533
0.47100000000000308,1,2.0336164964050658
0.47200000000000308,1,2.0338542610898376
0.47300000000000308,1,2.0340927876289343
0.47400000000000309,1,2.034332075260882
0.47500000000000309,1,2.0345721232249687
0.47600000000000309,1,2.0348129307612415
0.47700000000000309,1,2.0350544971105085
0.47800000000000309,1,2.0352968215143354
0.47900000000000309,1,2.0355399032150476
0.48000000000000309,1,2.0357837414557256
0.48100000000000309,1,2.036028335480208
0.48200000000000309,1,2.0362736845330893
0.48300000000000309,1,2.0365197878597177
0.48400000000000309,1,2.0367666447061965
0.4850000000000031,1,2.0370142543193825
0.4860000000000031,1,2.0372626159468865
0.4870000000000031,1,2.0375117288370683
0.4880000000000031,1,2.0377615922390415
0.4890000000000031,1,2.0380122054026697
0.4900000000000031,1,2.0382635675785652
0.4910000000000031,1,2.0385156780180913
0.4920000000000031,1,2.0387685359733574
0.4930000000000031,1,2.039022140697222
0.4940000000000031,1,2.0392764914432888
0.4950000000000031,1,2.0395315874659099
0.49600000000000311,1,2.0397874280201798
0.49700000000000311,1,2.0400440123619403
0.49800000000000311,1,2.0403013397477747
0.49900000000000311,1,2.0405594094350108
0.50000000000000311,1,2.040818220681718
0.50100000000000311,1,2.041077772746708
0.50200000000000311,1,2.0413380648895325
0.50300000000000311,1,2.0415990963704829
0.50400000000000311,1,2.0418608664505915
0.50500000000000311,1,2.0421233743916281
0.50600000000000311,1,2.0423866194561002
0.50700000000000311,1,2.0426506009072538
0.50800000000000312,1,2.0429153180090691
0.50900000000000312,1,2.0431807700262636
0.51000000000000312,1,2.0434469562242894
0.51100000000000312,1,2.043713875869333
0.51200000000000312,1,2.0439815282283131
0.51300000000000312,1,2.0442499125688824
0.51400000000000312,1,2.0445190281594252
0.51500000000000312,1,2.0447888742690572
0.51600000000000312,1,2.0450594501676242
0.51700000000000312,1,2.0453307551257023
0.51800000000000312,1,2.045602788414596
0.51900000000000313,1,2.0458755493063387
0.52000000000000313,1,2.0461490370736914
0.52100000000000313,1,2.0464232509901419
0.52200000000000313,1,2.0466981903299035
0.52300000000000313,1,2.0469738543679159
0.52400000000000313,1,2.0472502423798429
0.52500000000000313,1,2.0475273536420726
0.52600000000000313,1,2.0478051874317167
0.52700000000000313,1,2.0480837430266075
0.52800000000000313,1,2.048363019705302
0.52900000000000313,1,2.0486430167470759
0.53000000000000314,1,2.048923733431927
0.53100000000000314,1,2.049205169040571
0.53200000000000314,1,2.0494873228544437
0.53300000000000314,1,2.0497701941556996
0.53400000000000314,1,2.0500537822272094
0.53500000000000314,1,2.0503380863525607
0.53600000000000314,1,2.050623105816058
0.53700000000000314,1,2.0509088399027209
0.53800000000000314,1,2.0511952878982829
